zone_index,x,y,z,period_count,current_period_index,next_period_index,rail_period_index,open_lanes,period_open_lanes,period_light_flags
1530,1712.570068359375,-0.10999999940395355,2049.771728515625,6,0,1,0,9755;9756;9757;9758;9759;9760;9761;9762;9763;9764;9765;9766;9767;9768;9769,0:9755;9758;9762;9764|1:9755;9756;9758;9759;9762;9763;9764;9767|2:9756;9757;9759;9763;9765;9767|3:9761;9766;9769|4:9756;9759;9761;9763;9766;9767;9769|5:9756;9759;9760;9763;9767;9768,"0:2,4,2,4|1:16,20,16,20|2:16,24,16,24|3:4,2,4,2|4:20,16,20,16|5:24,16,24,16"
1557,2430.652587890625,-0.10999999940395355,1612.811279296875,2,0,1,0,9925;9926;9927,0:|1:9925;9926;9927,"0:2,2|1:16,8"
1571,3443.18994140625,-0.10999999940395355,2173.88037109375,6,0,1,0,9985;9986;9987;9988;9989;9990;9991;9992;9993;9994;9995;9996;9997;9998,0:9985;9987;9989|1:9985;9986;9987;9989;9991;9993;9995|2:9986;9988;9990;9991;9993;9995|3:9994;9996;9998|4:9986;9991;9993;9994;9995;9996;9998|5:9986;9991;9992;9993;9995;9997,"0:2,4,2,4|1:16,20,16,20|2:16,24,16,24|3:4,2,4,2|4:20,16,20,16|5:24,16,24,16"
1584,3991.9248046875,-0.10999999940395355,2211.18310546875,4,0,1,0,10083;10084;10085;10086;10087;10088;10089;10090,0:10087;10089;10090|1:10083;10084;10086;10087;10088;10089|2:10083;10084;10085;10087;10089|3:,"0:16,24,0|1:20,16,4|2:16,16,12|3:2,2,2"
1587,1912.603759765625,-0.10999999940395355,2497.785400390625,2,0,1,0,10100;10101;10102,0:|1:10100;10101;10102,"0:2,2|1:4,4"
1588,820.1456298828125,-0.10999999940395355,1144.827392578125,4,0,1,0,10104;10105;10106;10107;10108;10109;10110;10111,0:10108;10110;10111|1:10104;10105;10107;10108;10109;10110|2:10104;10105;10106;10108;10110|3:,"0:16,24,0|1:20,16,4|2:16,16,12|3:2,2,2"
1594,2506.873046875,-0.10999999940395355,2050.90771484375,2,0,1,0,10145;10146;10147,0:|1:10145;10146;10147,"0:2,2|1:4,4"
1624,3956.575439453125,-0.10999999940395355,1785.012939453125,2,0,1,0,10328;10329;10330,0:|1:10328;10329;10330,"0:2,2|1:4,4"
1631,3696.03662109375,-0.10999999940395355,1303.638916015625,6,0,1,0,10370;10371;10372;10373;10374;10375;10376;10377;10378;10379;10380;10381;10382;10383,0:10370;10372;10374|1:10370;10371;10372;10374;10375;10377;10382|2:10371;10373;10375;10376;10377;10382|3:10378;10380;10383|4:10371;10375;10377;10378;10380;10382;10383|5:10371;10375;10377;10379;10381;10382,"0:2,4,2,4|1:16,20,16,20|2:16,24,16,24|3:4,2,4,2|4:20,16,20,16|5:24,16,24,16"
1648,3058.86279296875,-0.10999999940395355,1850.3858642578125,3,0,1,0,10453;10454;10455,0:|1:10453;10454;10455|2:,"0:2,2|1:4,4|2:2,2"
1650,1031.658447265625,-0.10999999940395355,1685.5399169921875,2,0,1,0,10460;10461;10462,0:|1:10460;10461;10462,"0:2,2|1:4,4"
1679,1312.828125,-0.10811500251293182,1340.400634765625,6,0,1,0,10589;10590;10591;10592;10593;10594;10595;10596;10597;10598;10599;10600;10601;10602,0:10593;10595;10601|1:10591;10592;10593;10595;10598;10601;10602|2:10591;10592;10594;10598;10600;10602|3:10590;10596;10597|4:10590;10591;10592;10596;10597;10598;10602|5:10589;10591;10592;10598;10599;10602,"0:2,4,2,4|1:16,20,16,20|2:16,24,16,24|3:4,2,4,2|4:20,16,20,16|5:24,16,24,16"
1690,3086.02294921875,-0.10999999940395355,1352.634521484375,2,0,1,0,10671;10672;10673,0:|1:10671;10672;10673,"0:2,2|1:4,4"
1697,3639.20849609375,-0.10999999940395355,1790.1854248046875,6,0,1,0,10727;10728;10729;10730;10731;10732;10733;10734;10735;10736;10737;10738;10739;10740,0:10727;10730;10732|1:10727;10729;10730;10731;10732;10734;10739|2:10728;10729;10731;10733;10734;10739|3:10735;10737;10740|4:10729;10731;10734;10735;10737;10739;10740|5:10729;10731;10734;10736;10738;10739,"0:2,4,2,4|1:16,20,16,20|2:16,24,16,24|3:4,2,4,2|4:20,16,20,16|5:24,16,24,16"
1700,715.944580078125,-0.10999999940395355,1738.509765625,4,0,1,0,10757;10758;10759;10760;10761;10762;10763,0:10757;10758;10759;10760|1:10758;10759;10760;10761;10763|2:10758;10759;10760;10762;10763|3:,"0:4,20,0|1:12,16,16|2:4,16,24|3:2,2,2"
1711,3652.83349609375,-0.10999999940395355,2172.8720703125,6,0,1,0,10832;10833;10834;10835;10836;10837;10838;10839;10840;10841;10842;10843;10844;10845,0:10833;10835;10843|1:10832;10833;10835;10837;10840;10843;10845|2:10832;10834;10837;10840;10844;10845|3:10836;10839;10841|4:10832;10836;10837;10839;10840;10841;10845|5:10832;10837;10838;10840;10842;10845,"0:2,4,2,4|1:16,20,16,20|2:16,24,16,24|3:4,2,4,2|4:20,16,20,16|5:24,16,24,16"
1714,3157.8046875,-0.10999999940395355,1720.26806640625,2,0,1,0,10857;10858;10859,0:|1:10857;10858;10859,"0:2,2|1:4,4"
1736,2784.46142578125,-0.10999999940395355,2139.32421875,2,0,1,0,10972;10973;10974,0:|1:10972;10973;10974,"0:2,2|1:4,4"
1738,1485.44873046875,-0.10999999940395355,2390.822509765625,2,0,1,0,10979;10980;10981,0:|1:10979;10980;10981,"0:2,2|1:4,4"
1743,3771.884521484375,-0.10999999940395355,2177.112060546875,6,0,1,0,11004;11005;11006;11007;11008;11009;11010;11011;11012;11013;11014;11015;11016;11017,0:11004;11006;11008|1:11004;11005;11006;11008;11010;11011;11015|2:11005;11007;11009;11010;11011;11015|3:11012;11014;11017|4:11005;11010;11011;11012;11014;11015;11017|5:11005;11010;11011;11013;11015;11016,"0:2,4,2,4|1:16,20,16,20|2:16,24,16,24|3:4,2,4,2|4:20,16,20,16|5:24,16,24,16"
1755,396.3482971191406,-0.10999999940395355,1778.199951171875,4,0,1,0,11069;11070;11071;11072;11073;11074;11075;11076,0:11069;11070;11071;11075|1:11069;11070;11073;11075;11076|2:11069;11070;11072;11073;11074;11075|3:,"0:16,12,0|1:24,4,16|2:16,4,20|3:2,2,2"
1766,3132.853271484375,-0.10999999940395355,2268.105712890625,4,0,1,0,11174;11175;11176;11177;11178;11179;11180,0:11176;11177;11178;11180|1:11175;11176;11178;11179;11180|2:11174;11175;11176;11178;11180|3:,"0:4,20,0|1:12,16,16|2:4,16,24|3:2,2,2"
1772,2152.37451171875,-0.10999999940395355,2043.5546875,6,0,1,0,11209;11210;11211;11212;11213;11214;11215;11216;11217;11218;11219;11220;11221;11222,0:11209;11211;11213|1:11209;11210;11211;11213;11214;11216;11221|2:11210;11212;11214;11215;11216;11221|3:11217;11219;11222|4:11210;11214;11216;11217;11219;11221;11222|5:11210;11214;11216;11218;11220;11221,"0:2,4,2,4|1:16,20,16,20|2:16,24,16,24|3:4,2,4,2|4:20,16,20,16|5:24,16,24,16"
1774,4203.05078125,-0.10999000072479248,1472.086669921875,4,0,1,0,11251;11252;11253;11254;11255;11256;11257;11258,0:11251;11254;11255|1:11251;11252;11253;11254;11256;11257|2:11251;11254;11256;11257;11258|3:,"0:16,24,0|1:20,16,4|2:16,16,12|3:2,2,2"
1778,1703.551025390625,-0.10999999940395355,2572.85205078125,4,0,1,0,11295;11296;11297;11298;11299;11300;11301,0:11295;11297;11298;11299|1:11295;11296;11297;11299;11300|2:11295;11297;11299;11300;11301|3:,"0:16,12,0|1:24,4,16|2:16,4,20|3:2,2,2"
1787,2587.025634765625,-0.10999999940395355,2140.12744140625,2,0,1,0,11333;11334;11335,0:|1:11333;11334;11335,"0:2,2|1:4,4"
1788,625.923828125,-0.10999999940395355,2326.53173828125,4,0,1,0,11337;11338;11339;11340;11341;11342;11343;11344,0:11337;11338;11340;11341;11342|1:11337;11338;11339;11341;11343|2:11337;11338;11341;11343;11344|3:,"0:4,20,0|1:12,16,16|2:4,16,24|3:2,2,2"
1804,3243.48828125,-0.10999999940395355,1302.8416748046875,4,0,1,0,11446;11447;11448;11449;11450;11451;11452,0:11447;11451;11452|1:11446;11447;11448;11449;11452|2:11447;11448;11449;11450;11452|3:,"0:16,24,0|1:20,16,4|2:16,16,12|3:2,2,2"
1818,3558.341552734375,-0.10999999940395355,720.4608154296875,4,0,1,0,11519;11520;11521;11522;11523;11524;11525;11526,0:11522;11523;11524;11525|1:11520;11522;11523;11525;11526|2:11519;11520;11521;11522;11523;11525|3:,"0:16,12,0|1:24,4,16|2:16,4,20|3:2,2,2"
1880,611.540283203125,-0.10931000113487244,2039.4202880859375,2,0,1,0,11873;11874,0:|1:11873;11874,"0:2,2|1:4,4"
1888,2154.990478515625,-0.09820999950170517,2139.864013671875,2,0,1,0,11907;11908;11909;11910,0:|1:11907;11908;11909;11910,"0:2,2|1:4,4"
1890,3105.20556640625,-0.10999999940395355,2057.0673828125,4,0,1,0,11921;11922;11923;11924;11925;11926;11927,0:11921;11922;11923;11926|1:11921;11922;11925;11926;11927|2:11921;11922;11924;11925;11926|3:,"0:16,12,0|1:24,4,16|2:16,4,20|3:2,2,2"
1895,2147.48779296875,-0.10999999940395355,2580.352783203125,6,0,1,0,11950;11951;11952;11953;11954;11955;11956;11957;11958;11959;11960;11961;11962;11963,0:11950;11952;11954|1:11950;11951;11952;11954;11955;11957;11962|2:11951;11953;11955;11956;11957;11962|3:11958;11960;11963|4:11951;11955;11957;11958;11960;11962;11963|5:11951;11955;11957;11959;11961;11962,"0:2,4,2,4|1:16,20,16,20|2:16,24,16,24|3:4,2,4,2|4:20,16,20,16|5:24,16,24,16"
1898,1693.239990234375,-0.06636500358581543,2694.43896484375,5,0,1,0,11980;11981;11982;11983;11984;11985;11986;11987,0:11980;11981;11983;11984;11985|1:11980;11981;11982;11984;11986|2:11980;11981;11984;11986;11987|3:|4:11980;11981;11983;11985,"0:4,20,0|1:12,16,16|2:4,16,24|3:2,2,0|4:4,4,0"
1901,2154.93115234375,-0.10999999940395355,2491.02587890625,4,0,1,0,12009;12010;12011;12012;12013;12014;12015,0:12009;12010;12011;12012|1:12010;12011;12012;12013;12014|2:12010;12011;12012;12014;12015|3:,"0:4,20,0|1:12,16,16|2:4,16,24|3:2,2,2"
1926,2926.11767578125,-0.10999999940395355,1012.1849365234375,2,0,1,0,12150;12151;12152;12153,0:|1:12150;12151;12152;12153,"0:2,2|1:4,4"
1963,680.4400634765625,-0.11181499809026718,1950.8641357421875,6,0,1,0,12359;12360;12361;12362;12363;12364;12365;12366;12367;12368;12369;12370;12371;12372,0:12360;12365;12366|1:12360;12361;12362;12365;12366;12367;12370|2:12359;12361;12362;12367;12368;12370|3:12364;12369;12372|4:12361;12362;12364;12367;12369;12370;12372|5:12361;12362;12363;12367;12370;12371,"0:2,4,2,4|1:16,20,16,20|2:16,24,16,24|3:4,2,4,2|4:20,16,20,16|5:24,16,24,16"
1970,3138.958740234375,-0.10999999940395355,2662.93017578125,4,0,1,0,12405;12406;12407;12408;12409;12410;12411;12412,0:12405;12406;12408;12409;12410|1:12405;12406;12407;12409;12411|2:12405;12406;12409;12411;12412|3:,"0:4,20,0|1:12,16,16|2:4,16,24|3:2,2,2"
1983,3639.97607421875,-0.10999999940395355,1061.27099609375,2,0,1,0,12483;12484;12485,0:|1:12483;12484;12485,"0:2,2|1:4,4"
1985,2962.1357421875,-0.10999999940395355,1223.1630859375,4,0,1,0,12490;12491;12492;12493;12494;12495;12496,0:12491;12495;12496|1:12490;12491;12492;12493;12496|2:12491;12492;12493;12494;12496|3:,"0:16,24,0|1:20,16,4|2:16,16,12|3:2,2,2"
1998,1913.39306640625,-0.10999999940395355,2044.906494140625,6,0,1,0,12555;12556;12557;12558;12559;12560;12561;12562;12563;12564;12565;12566;12567;12568,0:12564;12566;12568|1:12556;12560;12562;12564;12565;12566;12568|2:12556;12560;12562;12563;12565;12567|3:12555;12557;12559|4:12555;12556;12557;12559;12560;12562;12565|5:12556;12558;12560;12561;12562;12565,"0:2,4,2,4|1:16,20,16,20|2:16,24,16,24|3:4,2,4,2|4:20,16,20,16|5:24,16,24,16"
2002,2960.478515625,-0.10999999940395355,2226.291015625,2,0,1,0,12590;12591;12592,0:|1:12590;12591;12592,"0:2,2|1:4,4"
2017,1597.9580078125,-0.10999999940395355,2148.410888671875,4,0,1,0,12672;12673;12674;12675;12676;12677;12678,0:12672;12673;12674;12677|1:12672;12673;12676;12677;12678|2:12672;12673;12675;12676;12677|3:,"0:16,12,0|1:24,4,16|2:16,4,20|3:2,2,2"
2025,2766.2822265625,-0.10999999940395355,1194.2843017578125,4,0,1,0,12737;12738;12739;12740;12741;12742;12743,0:12740;12742;12743|1:12737;12739;12740;12741;12742|2:12737;12738;12740;12742|3:,"0:16,24,0|1:20,16,4|2:16,16,12|3:2,2,2"
2029,2438.259765625,-0.10999999940395355,1843.8017578125,2,0,1,0,12756;12757;12758,0:|1:12756;12757;12758,"0:2,2|1:4,4"
2031,1922.77734375,-0.10999999940395355,1761.532958984375,6,0,1,0,12763;12764;12765;12766;12767;12768;12769;12770;12771;12772;12773;12774;12775;12776;12777,0:12763;12765;12767;12769|1:12763;12764;12765;12767;12768;12769;12772;12774|2:12764;12766;12768;12770;12772;12774|3:12773;12775;12777|4:12764;12768;12772;12773;12774;12775;12777|5:12764;12768;12771;12772;12774;12776,"0:2,4,2,4|1:16,20,16,20|2:16,24,16,24|3:4,2,4,2|4:20,16,20,16|5:24,16,24,16"
2043,673.0677490234375,-0.06924499571323395,2105.077880859375,2,0,1,0,12841;12842,0:|1:12841;12842,"0:2,2|1:4,4"
2045,3568.95751953125,-0.10999999940395355,1295.518310546875,6,0,1,0,12846;12847;12848;12849;12850;12851;12852;12853;12854;12855;12856;12857;12858;12859,0:12850;12851;12854|1:12847;12849;12850;12851;12854;12855;12857|2:12847;12849;12852;12853;12855;12857|3:12848;12856;12858|4:12847;12848;12849;12855;12856;12857;12858|5:12846;12847;12849;12855;12857;12859,"0:2,4,2,4|1:16,20,16,20|2:16,24,16,24|3:4,2,4,2|4:20,16,20,16|5:24,16,24,16"
2058,3187.2021484375,-0.10999999940395355,1073.14013671875,6,0,1,0,12922;12923;12924;12925;12926;12927;12928;12929;12930;12931;12932;12933;12934;12935,0:12922;12924;12926|1:12922;12923;12924;12926;12928;12929;12933|2:12923;12925;12927;12928;12929;12933|3:12930;12932;12935|4:12923;12928;12929;12930;12932;12933;12935|5:12923;12928;12929;12931;12933;12934,"0:2,4,2,4|1:16,20,16,20|2:16,24,16,24|3:4,2,4,2|4:20,16,20,16|5:24,16,24,16"
2062,3209.733642578125,-0.10999999940395355,1164.38232421875,2,0,1,0,12954;12955;12956,0:|1:12954;12955;12956,"0:2,2|1:4,4"
2072,3770.555419921875,-0.10999999940395355,1780.752197265625,6,0,1,0,13026;13027;13028;13029;13030;13031;13032;13033;13034;13035;13036;13037;13038;13039,0:13026;13028;13030|1:13026;13027;13028;13030;13032;13034;13036|2:13027;13029;13031;13032;13034;13036|3:13035;13037;13039|4:13027;13032;13034;13035;13036;13037;13039|5:13027;13032;13033;13034;13036;13038,"0:2,4,2,4|1:16,20,16,20|2:16,24,16,24|3:4,2,4,2|4:20,16,20,16|5:24,16,24,16"
2104,2842.828125,-0.10500000417232513,2665.05908203125,3,0,1,0,13216;13219,0:13216;13219|1:13216|2:,"0:16,8,4|1:16,0,12|2:2,2,2"
2107,2759.047119140625,-0.10999999940395355,1361.327880859375,4,0,1,0,13228;13229;13230;13231;13232;13233;13234,0:13228;13229;13230;13231|1:13229;13230;13231;13232;13234|2:13229;13230;13231;13233;13234|3:,"0:4,20,0|1:12,16,16|2:4,16,24|3:2,2,2"
2113,1327.692626953125,-0.10999999940395355,1230.370361328125,4,0,1,0,13268;13269;13270;13271;13272;13273;13274;13275,0:13269;13274;13275|1:13268;13269;13270;13271;13272;13275|2:13269;13271;13272;13273;13275|3:,"0:16,24,0|1:20,16,4|2:16,16,12|3:2,2,2"
2135,2960.07470703125,-0.10999999940395355,1371.727294921875,6,0,1,0,13379;13380;13381;13382;13383;13384;13385;13386;13387;13388;13389;13390;13391;13392;13393,0:13384;13387;13388|1:13379;13384;13385;13386;13387;13388;13391|2:13379;13383;13385;13386;13389;13391|3:13380;13382;13390;13392|4:13379;13380;13382;13385;13386;13390;13391;13392|5:13379;13381;13385;13386;13391;13393,"0:2,4,2,4|1:16,20,16,20|2:16,24,16,24|3:4,2,4,2|4:20,16,20,16|5:24,16,24,16"
2157,2434.092529296875,-0.10999999940395355,2235.0087890625,2,0,1,0,13537;13538;13539;13540,0:|1:13537;13538;13539;13540,"0:2,2|1:4,4"
2159,900.241943359375,-0.05000000074505806,2420.038330078125,2,0,1,0,13544;13545;13546;13547,0:|1:13544;13545;13546;13547,"0:2,2|1:4,4"
2160,2607.783203125,-0.10999999940395355,1618.099853515625,6,0,1,0,13549;13550;13551;13552;13553;13554;13555;13556;13557;13558;13559;13560;13561;13562;13563,0:13549;13551;13553|1:13549;13550;13551;13553;13554;13556;13560|2:13550;13552;13554;13555;13556;13560|3:13558;13559;13561;13563|4:13550;13554;13556;13558;13559;13560;13561;13563|5:13550;13554;13556;13557;13560;13562,"0:2,4,2,4|1:16,20,16,20|2:16,24,16,24|3:4,2,4,2|4:20,16,20,16|5:24,16,24,16"
2170,1824.8916015625,-0.10999999940395355,2228.23974609375,4,0,1,0,13614;13615;13616;13617;13618;13619;13620,0:13615;13619;13620|1:13614;13615;13616;13617;13620|2:13615;13616;13617;13618;13620|3:,"0:16,24,0|1:20,16,4|2:16,16,12|3:2,2,2"
2171,904.435302734375,-0.10999999940395355,1386.0234375,4,0,1,0,13624;13625;13626;13627;13628;13629;13630,0:13627;13628;13629;13630|1:13624;13626;13627;13628|2:13624;13625;13627;13628|3:,"0:4,20,0|1:12,16,16|2:4,16,24|3:2,2,2"
2173,1911.26611328125,-0.10999999940395355,2578.68408203125,6,0,1,0,13637;13638;13639;13640;13641;13642;13643;13644;13645;13646;13647;13648;13649;13650,0:13637;13639;13641|1:13637;13638;13639;13641;13643;13644;13648|2:13638;13640;13642;13643;13644;13648|3:13645;13647;13650|4:13638;13643;13644;13645;13647;13648;13650|5:13638;13643;13644;13646;13648;13649,"0:2,4,2,4|1:16,20,16,20|2:16,24,16,24|3:4,2,4,2|4:20,16,20,16|5:24,16,24,16"
2177,3348.267578125,-0.10999999940395355,1905.502197265625,4,0,1,0,13680;13681;13682;13683;13684;13685;13686,0:13680;13682;13683|1:13680;13681;13682;13684;13685|2:13680;13682;13684;13685;13686|3:,"0:16,24,0|1:20,16,4|2:16,16,12|3:2,2,2"
2183,3776.62548828125,-0.10999999940395355,1986.1806640625,6,0,1,0,13715;13716;13717;13718;13719;13720;13721;13722;13723;13724;13725;13726;13727;13728,0:13720;13721;13724|1:13715;13719;13720;13721;13724;13725;13727|2:13715;13719;13722;13723;13725;13727|3:13716;13718;13726|4:13715;13716;13718;13719;13725;13726;13727|5:13715;13717;13719;13725;13727;13728,"0:2,4,2,4|1:16,20,16,20|2:16,24,16,24|3:4,2,4,2|4:20,16,20,16|5:24,16,24,16"
2190,924.5599365234375,-0.10999999940395355,1594.3828125,4,0,1,0,13781;13782;13783;13784;13785;13786;13787,0:13781;13782;13783;13784|1:13782;13784;13785;13786|2:13782;13784;13786;13787|3:,"0:4,20,0|1:12,16,16|2:4,16,24|3:2,2,2"
2195,2147.22607421875,-0.10999999940395355,2751.20068359375,4,0,1,0,13814;13815;13816;13817;13818;13819;13820;13821,0:13818;13820;13821|1:13814;13815;13817;13818;13819;13820|2:13814;13815;13816;13818;13820|3:,"0:16,24,0|1:20,16,4|2:16,16,12|3:2,2,2"
2203,3995.23876953125,-0.10999999940395355,1450.0538330078125,4,0,1,0,13887;13888;13889;13890;13891;13892;13893,0:13887;13889;13890;13891|1:13887;13888;13890;13892|2:13887;13890;13892;13893|3:,"0:4,20,0|1:12,16,16|2:4,16,24|3:2,2,2"
2209,2790.18115234375,-0.10999999940395355,2228.45166015625,6,0,1,0,13936;13937;13938;13939;13940;13941;13942;13943;13944;13945;13946;13947;13948;13949,0:13936;13938;13940|1:13936;13937;13938;13940;13941;13943;13948|2:13937;13939;13941;13942;13943;13948|3:13944;13946;13949|4:13937;13941;13943;13944;13946;13948;13949|5:13937;13941;13943;13945;13947;13948,"0:2,4,2,4|1:16,20,16,20|2:16,24,16,24|3:4,2,4,2|4:20,16,20,16|5:24,16,24,16"
2212,2605.918701171875,-0.10999999940395355,1515.6107177734375,2,0,1,0,13964;13965;13966,0:|1:13964;13965;13966,"0:2,2|1:4,4"
2220,2516.8291015625,-0.10999999940395355,1366.8431396484375,4,0,1,0,14000;14001;14002;14003;14004;14005;14006,0:14001;14005;14006|1:14000;14001;14002;14003;14005|2:14001;14003;14004;14005|3:,"0:16,24,0|1:20,16,4|2:16,16,12|3:2,2,2"
2224,673.7377319335938,-0.10999999940395355,1576.059326171875,2,0,1,0,14025;14026;14027,0:14025;14026;14027|1:,"0:16,0,20|1:2,2,2"
