lane_id,start_x,start_y,start_z,end_x,end_y,end_z,length,zone_index,speed_limit,next_lanes,left_lane,right_lane,width,tag_names,avg_next_speed,non_alley_next,non_alley_last,flags,merging_lanes,splitting_lanes,last_lanes
843,3803.093018,-0.110000,1981.392334,3908.464600,-0.110000,1986.422729,105.491585,132,9.722222,700;6448,844,842,5.0000,Vehicle|City|CapillaryRoad,9.7222,1,2,24584,,,13716;13725
844,3802.854492,-0.110000,1986.386597,3908.226074,-0.110000,1991.416992,105.491585,132,9.722222,701;6449,-1,843,5.0000,Vehicle|City|CapillaryRoad,9.7222,1,2,16392,,,13718;13722
845,3907.916260,-0.110000,1997.909546,3802.544678,-0.110000,1992.879150,105.491585,132,9.722222,13726;13727;13728,-1,846,5.0000,Vehicle|City|CapillaryRoad,9.7222,3,1,24584,,,699;6446
846,3907.677734,-0.110000,2002.903931,3802.306152,-0.110000,1997.873535,105.491585,132,9.722222,,845,-1,5.0000,Vehicle|City|VehicleShoulder,0.0000,0,0,8728,,,
847,3802.818848,-0.110000,1987.135742,3908.190430,-0.110000,1992.166138,105.491585,132,9.722222,6451,846,842,26.5000,Vehicle|City|CenterGuideRoad,0.0000,4,4,8320,,,13731;13732;13733
848,2868.888672,-0.110000,1791.838135,2867.848633,-0.110000,1841.113892,49.286732,133,9.722222,4054;4056,-1,-1,4.0000,Vehicle|City|CapillaryRoad|VehicleAlley,9.7222,0,0,24608,,,4269;4274
849,2867.848633,-0.110000,1841.113892,2868.888672,-0.110000,1791.838135,49.286732,133,9.722222,4270;4273,-1,-1,4.0000,Vehicle|City|CapillaryRoad|VehicleAlley,9.7222,0,0,24608,,,4055;4057
850,2868.888672,-0.110000,1791.838135,2867.848633,-0.110000,1841.113892,49.286732,133,9.722222,4060;4061,849,848,4.0000,Vehicle|City|VehicleAlley|CenterGuideRoad,0.0000,0,0,8352,,,4275
851,4106.853027,-0.076980,860.831726,4118.574707,0.009170,852.401794,14.438454,134,9.722222,1109;1110;1111;1112,852,-1,5.0000,Vehicle|City|CapillaryRoad|VehicleAlley|OneWayStreet,9.7222,0,0,24618,,,9070
852,4109.771973,-0.076980,864.890930,4121.493652,0.009170,856.460999,14.438454,134,9.722222,1113;1114;1115;1116,-1,851,5.0000,Vehicle|City|CapillaryRoad|VehicleAlley|OneWayStreet,9.7222,0,0,16426,,,9069
853,4108.312500,-0.076980,862.861328,4120.034180,0.009170,854.431396,14.438454,134,9.722222,1109;1110;1111;1112;1113;1114;1115;1116,-1,851,10.0000,Vehicle|City|VehicleAlley|OneWayStreet|CenterGuideRoad,0.0000,0,0,8354,,,9074
854,2933.581543,-0.110000,991.414307,3111.804199,-0.110000,893.397461,203.404938,135,9.722222,,855,-1,4.5000,Vehicle|City|VehicleShoulder,0.0000,0,0,8728,,,
855,2936.006104,-0.110000,996.070984,3114.363525,-0.110000,897.981445,203.558060,135,9.722222,1306,856,854,6.0000,Vehicle|City|CapillaryRoad,9.7222,1,1,24584,,,683;12150
856,2938.776855,-0.110000,1001.392883,3117.288330,-0.110000,903.220276,203.733093,135,9.722222,1307;1308,-1,855,6.0000,Vehicle|City|CapillaryRoad,9.7222,2,1,16392,,,684;12151
857,3120.944580,-0.110000,909.768738,2942.240234,-0.110000,1008.045227,203.952148,135,9.722222,687;12153,-1,858,6.0000,Vehicle|City|CapillaryRoad,9.7222,1,1,16392,,,1305
858,3123.869385,-0.110000,915.007568,2945.010986,-0.110000,1013.367126,204.127197,135,9.722222,688;12152,857,859,6.0000,Vehicle|City|CapillaryRoad,9.7222,1,2,24584,,,1303;1309
859,3126.428711,-0.110000,919.591553,2947.435547,-0.110000,1018.023804,204.280304,135,9.722222,,858,-1,4.5000,Vehicle|City|VehicleShoulder,0.0000,0,0,8728,,,
860,2940.508545,-0.110000,1004.719055,3119.116455,-0.110000,906.494507,203.842621,135,9.722222,1312,859,854,34.5000,Vehicle|City|CenterGuideRoad,0.0000,3,3,8328,,,12154
861,3233.489258,0.002650,2729.400146,3233.588867,0.000290,2721.316406,8.084440,136,9.722222,781,-1,-1,4.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,0,0,33,866,863,583
862,3233.588867,0.000290,2721.316406,3233.489258,0.002650,2729.400146,8.084440,136,9.722222,584,-1,-1,4.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,0,0,8225,864,865,780
863,3233.489258,0.002650,2729.400146,3228.531494,-0.000870,2724.684814,8.357874,136,9.722222,257,-1,-1,4.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,0,0,12321,865,861,583
864,3228.531494,-0.000870,2724.684814,3233.489258,0.002650,2729.400146,8.357874,136,9.722222,584,-1,-1,4.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,0,0,2081,862,866,256;258
865,3233.588867,0.000290,2721.316406,3228.531494,-0.000870,2724.684814,7.144570,136,9.722222,257,-1,-1,4.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,0,0,2081,863,862,780
866,3228.531494,-0.000870,2724.684814,3233.588867,0.000290,2721.316406,7.144570,136,9.722222,781,-1,-1,4.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,0,0,4129,861,864,256;258
867,3233.489258,0.002650,2729.400146,3228.531494,-0.000870,2724.684814,8.357874,136,9.722222,257,-1,-1,4.0000,Vehicle|Intersection|City|VehicleAlley|CenterGuideRoad,0.0000,0,0,12449,868,869,585
868,3233.588867,0.000290,2721.316406,3228.531494,-0.000870,2724.684814,7.144570,136,9.722222,257,-1,-1,4.0000,Vehicle|Intersection|City|VehicleAlley|CenterGuideRoad,0.0000,0,0,10401,867,,782
869,3233.489258,0.002650,2729.400146,3233.588867,0.000290,2721.316406,8.084440,136,9.722222,781,-1,-1,4.0000,Vehicle|Intersection|City|VehicleAlley|CenterGuideRoad,0.0000,0,0,161,,867,585
870,1640.063599,-0.110000,2347.524658,1645.073242,-0.110000,2352.813721,8.022614,137,9.722222,3905,-1,-1,4.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,0,0,12321,875,872,12488
871,1645.073242,-0.110000,2352.813721,1640.063599,-0.110000,2347.524658,8.022614,137,9.722222,12487,-1,-1,4.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,0,0,2081,873,874,3904
872,1640.063599,-0.110000,2347.524658,1634.891235,-0.110000,2352.315674,7.883614,137,9.722222,9066,-1,-1,4.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,0,0,2081,874,870,12488
873,1634.891235,-0.110000,2352.315674,1640.063599,-0.110000,2347.524658,7.883614,137,9.722222,12487,-1,-1,4.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,0,0,12321,871,875,9067
874,1645.073242,-0.110000,2352.813721,1634.891235,-0.110000,2352.315674,10.194180,137,9.722222,9066,-1,-1,4.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,0,0,8225,872,871,3904
875,1634.891235,-0.110000,2352.315674,1645.073242,-0.110000,2352.813721,10.194180,137,9.722222,3905,-1,-1,4.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,0,0,33,870,873,9067
876,1640.063599,-0.110000,2347.524658,1645.073242,-0.110000,2352.813721,8.022614,137,9.722222,3905,-1,-1,4.0000,Vehicle|Intersection|City|VehicleAlley|CenterGuideRoad,0.0000,0,0,12449,,877,
877,1640.063599,-0.110000,2347.524658,1634.891235,-0.110000,2352.315674,7.883614,137,9.722222,9068,-1,-1,4.0000,Vehicle|Intersection|City|VehicleAlley|CenterGuideRoad,0.0000,0,0,2209,878,876,
878,1645.073242,-0.110000,2352.813721,1634.891235,-0.110000,2352.315674,10.194180,137,9.722222,9068,-1,-1,4.0000,Vehicle|Intersection|City|VehicleAlley|CenterGuideRoad,0.0000,0,0,8353,877,,3906
879,3036.829590,23.887760,4596.107910,3022.322266,23.889420,4577.758789,23.570950,138,16.666668,1317,-1,-1,5.0000,Vehicle|Intersection|Freeway|City|CapillaryRoad,16.6667,1,1,8512,880,,461
880,3040.822510,23.885080,4593.098633,3022.322266,23.889420,4577.758789,24.168327,138,16.666668,1317,-1,-1,5.0000,Vehicle|Intersection|Freeway|City|CapillaryRoad,16.6667,1,1,320,879,,462
881,3025.501953,23.888760,4572.670898,3044.815430,23.882380,4590.089355,26.147676,138,16.666668,463,-1,-1,6.0000,Vehicle|Intersection|Freeway|City|CapillaryRoad,16.6667,1,1,8512,,,1318
882,3040.822510,23.885071,4593.098633,3023.912109,23.889090,4575.214844,24.757778,138,16.666668,1319,881,880,15.0000,Vehicle|Intersection|Freeway|City|CenterGuideRoad,0.0000,2,2,8640,,,464
883,3053.400391,-0.000750,2837.300293,3053.737061,0.002050,2734.079102,103.221741,139,9.722222,2957;2960,-1,-1,4.0000,Vehicle|City|CapillaryRoad|VehicleAlley,9.7222,0,0,24608,,,993;995
884,3053.737061,0.002050,2734.079102,3053.400391,-0.000750,2837.300293,103.221741,139,9.722222,994;996,-1,-1,4.0000,Vehicle|City|CapillaryRoad|VehicleAlley,9.7222,0,0,24608,,,2956;2961;2964
885,3053.400391,-0.000750,2837.300293,3053.737061,0.002050,2734.079102,103.221741,139,9.722222,2963,884,883,4.0000,Vehicle|City|VehicleAlley|CenterGuideRoad,0.0000,0,0,8352,,,997;998
886,3147.912354,1.500750,1912.443481,3115.097412,1.500760,1918.343628,33.341148,140,9.722222,8138,-1,-1,4.0000,Vehicle|City|CapillaryRoad|VehicleAlley,9.7222,0,0,24608,,,6562
887,3114.389404,1.500760,1914.406860,3147.204346,1.500750,1908.506714,33.341148,140,9.722222,6563,-1,-1,4.0000,Vehicle|City|CapillaryRoad|VehicleAlley,9.7222,0,0,24608,,,8137;8140;8141
888,3147.558350,1.500750,1910.475098,3114.743408,1.500760,1916.375244,33.341148,140,9.722222,8138,887,886,8.0000,Vehicle|City|VehicleAlley|CenterGuideRoad,0.0000,0,0,8352,,,6565;6566
889,1512.332520,-0.105470,1201.992065,1513.085205,-0.105410,1197.690430,15.149197,141,9.722222,9748,-1,-1,4.0000,Vehicle|City|CapillaryRoad|VehicleAlley|OneWayStreet,9.7222,0,0,28714,,,9747
890,1513.085205,-0.105410,1197.690430,1512.332520,-0.105470,1201.992065,15.149197,141,9.722222,9750;9749;9750,889,-1,4.0000,Vehicle|City|VehicleAlley|OneWayStreet|CenterGuideRoad,0.0000,0,0,10410,,,9750;9750;9751
891,1941.909424,-0.110000,2241.039551,1918.571777,-0.110000,2260.825928,37.723648,142,9.722222,2781,-1,-1,5.0000,Vehicle|Intersection|City|CapillaryRoad,9.7222,1,1,12289,900;903,892,10525
892,1941.909424,-0.110000,2241.039551,1887.309082,-0.110000,2241.302490,54.601082,142,9.722222,13401,894,-1,5.0000,Vehicle|Intersection|City|CapillaryRoad,9.7222,1,1,1,896,891,10525
893,1941.902588,-0.110000,2236.039551,1912.175293,-0.110000,2209.183350,48.451309,142,9.722222,7731,-1,-1,5.0000,Vehicle|Intersection|City|CapillaryRoad,9.7222,1,1,2049,898,894,10526
894,1941.902588,-0.110000,2236.039551,1887.270874,-0.110000,2236.302734,54.632454,142,9.722222,13402,-1,892,5.0000,Vehicle|Intersection|City|CapillaryRoad,9.7222,1,1,1,901,893,10526
895,1907.071777,-0.110000,2260.815186,1907.175293,-0.110000,2209.167969,51.647320,142,9.722222,7730,898,-1,5.0000,Vehicle|Intersection|City|CapillaryRoad,9.7222,1,1,1,904,896,2779
896,1907.071777,-0.110000,2260.815186,1887.309082,-0.110000,2241.302490,33.957962,142,9.722222,13401,-1,-1,5.0000,Vehicle|Intersection|City|CapillaryRoad,9.7222,1,1,12289,892,895,2779
897,1912.071777,-0.110000,2260.819824,1941.893799,-0.110000,2229.539551,51.461452,142,9.722222,10527,-1,-1,5.0000,Vehicle|Intersection|City|CapillaryRoad,9.7222,1,1,2049,899;902,898,2780
898,1912.071777,-0.110000,2260.819824,1912.175293,-0.110000,2209.183350,51.636578,142,9.722222,7731,-1,895,5.0000,Vehicle|Intersection|City|CapillaryRoad,9.7222,1,1,1,893,897,2780
899,1918.675293,-0.110000,2209.203125,1941.893799,-0.110000,2229.539551,38.214302,142,9.722222,10527,-1,-1,5.0000,Vehicle|Intersection|City|CapillaryRoad,9.7222,1,1,12289,897;902,900;901,7732
900,1918.675293,-0.110000,2209.203125,1918.571777,-0.110000,2260.825928,51.622906,142,9.722222,2781,-1,-1,5.0000,Vehicle|Intersection|City|CapillaryRoad,9.7222,1,1,1,891;903,899;901,7732
901,1918.675293,-0.110000,2209.203125,1887.270874,-0.110000,2236.302734,48.539452,142,9.722222,13402,-1,-1,5.0000,Vehicle|Intersection|City|CapillaryRoad,9.7222,1,1,2049,894,899;900,7732
902,1887.221191,-0.110000,2229.802979,1941.893799,-0.110000,2229.539551,54.673340,142,9.722222,10527,-1,-1,5.0000,Vehicle|Intersection|City|CapillaryRoad,9.7222,1,1,1,897;899,903;904,13403
903,1887.221191,-0.110000,2229.802979,1918.571777,-0.110000,2260.825928,52.119514,142,9.722222,2781,-1,-1,5.0000,Vehicle|Intersection|City|CapillaryRoad,9.7222,1,1,2049,891;900,902;904,13403
904,1887.221191,-0.110000,2229.802979,1907.175293,-0.110000,2209.167969,35.128601,142,9.722222,7730,-1,-1,5.0000,Vehicle|Intersection|City|CapillaryRoad,9.7222,1,1,12289,895,902;903,13403
905,1941.901611,-0.110000,2235.289551,1912.821777,-0.110000,2260.820557,46.741581,142,9.722222,,-1,-1,26.5000,Vehicle|Intersection|City|CenterGuideRoad,0.0000,2,2,4225,,906;909,10529
906,1941.901611,-0.110000,2235.289551,1912.925293,-0.110000,2209.185547,47.270679,142,9.722222,7734,-1,-1,26.5000,Vehicle|Intersection|City|CenterGuideRoad,0.0000,2,2,2177,910,905;909,10529
907,1912.821777,-0.110000,2260.820557,1887.265137,-0.110000,2235.552734,43.038307,142,9.722222,13405,-1,-1,26.5000,Vehicle|Intersection|City|CenterGuideRoad,0.0000,2,2,12417,908;909,910,2783
908,1912.925293,-0.110000,2209.185547,1887.265137,-0.110000,2235.552734,44.097977,142,9.722222,13405,-1,-1,26.5000,Vehicle|Intersection|City|CenterGuideRoad,0.0000,2,2,2177,907;909,,
909,1941.901611,-0.110000,2235.289551,1887.265137,-0.110000,2235.552734,54.637215,142,9.722222,13405,-1,-1,26.5000,Vehicle|Intersection|City|CenterGuideRoad,0.0000,2,2,129,907;908,905;906,10529
910,1912.821777,-0.110000,2260.820557,1912.925293,-0.110000,2209.185547,51.635113,142,9.722222,7734,-1,-1,26.5000,Vehicle|Intersection|City|CenterGuideRoad,0.0000,2,2,129,906,907,2783
911,719.866943,-0.110000,1510.753540,718.604492,-0.110000,1519.661011,10.346735,143,9.722222,,-1,-1,4.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,1,0,10273,,,913;12040;12042
912,731.918396,-0.110000,1503.622192,719.866943,-0.110000,1510.753540,15.841852,143,9.722222,12041,-1,-1,5.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,0,1,10273,,,
913,733.072571,-0.110000,1504.580322,719.866943,-0.110000,1510.753540,16.769957,143,9.722222,911;12041,-1,-1,8.0000,Vehicle|Intersection|City|VehicleAlley|CenterGuideRoad,0.0000,1,1,10401,914,,
914,719.758667,-0.110000,1520.619141,719.866943,-0.110000,1510.753540,11.213216,143,9.722222,12041,-1,-1,8.0000,Vehicle|Intersection|City|VehicleAlley|CenterGuideRoad,0.0000,1,1,4257,913,,
915,951.908508,-0.077800,1734.192749,972.598511,-0.077800,1732.201904,20.785564,144,9.722222,1003;1006,-1,-1,4.0000,Vehicle|City|CapillaryRoad|VehicleAlley,9.7222,0,0,24608,,,1322;1324
916,972.598511,-0.077800,1732.201904,951.908508,-0.077800,1734.192749,20.785564,144,9.722222,1323;1325,-1,-1,4.0000,Vehicle|City|CapillaryRoad|VehicleAlley,9.7222,0,0,24608,,,1002;1007;1008
917,951.908508,-0.077800,1734.192749,972.598511,-0.077800,1732.201904,20.785564,144,9.722222,1010,916,915,4.0000,Vehicle|City|VehicleAlley|CenterGuideRoad,0.0000,0,0,8352,,,1327;1328
918,-565.483521,0.000000,-1803.493164,-170.000458,0.000000,-1096.990356,859.258606,145,9.722222,428,-1,-1,5.0000,Vehicle|City|CapillaryRoad,9.7222,1,1,26632,,,250
919,-174.943939,0.000000,-1096.240601,-568.125244,0.000000,-1799.248047,854.939209,145,9.722222,252,-1,-1,5.0000,Vehicle|City|CapillaryRoad,9.7222,1,1,28680,,,429
920,-566.804382,0.000000,-1801.370605,-172.472198,0.000000,-1096.615479,857.098877,145,9.722222,430,919,918,10.0000,Vehicle|City|CenterGuideRoad,0.0000,3,3,10376,,,254;255
921,2562.565430,-0.110000,2243.813477,2453.123047,-0.110000,2245.757080,109.459641,146,9.722222,,922,-1,5.0000,Vehicle|City|VehicleShoulder,0.0000,0,0,8728,,,
922,2562.476562,-0.110000,2238.814209,2453.034180,-0.110000,2240.757812,109.459641,146,9.722222,13537;2163;2164,923,921,5.0000,Vehicle|City|CapillaryRoad,9.7222,1,2,24584,,,5105;5112
923,2562.387939,-0.110000,2233.815186,2452.945557,-0.110000,2235.758789,109.459641,146,9.722222,13538;2165;2166,-1,922,5.0000,Vehicle|City|CapillaryRoad,9.7222,1,2,16392,,,5107;5117
924,2452.830078,-0.110000,2229.259766,2562.272461,-0.110000,2227.316162,109.459641,146,9.722222,5109;5110;5111,-1,925,5.0000,Vehicle|City|CapillaryRoad,9.7222,3,2,24584,,,2156;2158;13539;13540
925,2452.741211,-0.110000,2224.260498,2562.183594,-0.110000,2222.316895,109.459641,146,9.722222,,924,-1,5.0000,Vehicle|City|VehicleShoulder,0.0000,0,0,8728,,,
926,2562.374512,-0.110000,2233.065186,2452.932129,-0.110000,2235.008789,109.459641,146,9.722222,13541;2169;2170,925,921,26.5000,Vehicle|City|CenterGuideRoad,0.0000,4,4,8320,,,5123
927,969.372375,0.008010,1366.289062,980.450317,0.008010,1356.348267,19.451813,147,9.722222,8956;8957,-1,-1,4.0000,Vehicle|City|CapillaryRoad|VehicleAlley|OneWayStreet,9.7222,0,0,28714,,,8079
928,969.372375,0.008010,1366.289062,980.450317,0.008010,1356.348267,19.451813,147,9.722222,8956;8957,-1,927,4.0000,Vehicle|City|VehicleAlley|OneWayStreet|CenterGuideRoad,0.0000,0,0,12458,,,8081
929,-500.777161,0.000000,-695.035278,-491.383179,0.153540,-710.462402,22.949554,148,9.722222,,-1,-1,4.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,1,0,4129,,930;931;932,533
930,-500.777161,0.000000,-695.035278,-495.426666,0.146130,-707.518799,17.147923,148,9.722222,,-1,-1,4.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,1,0,12321,,929;931;932,533
931,-500.777161,0.000000,-695.035278,-462.833008,0.829790,-694.463196,38.683220,148,9.722222,,-1,-1,4.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,1,0,2081,,929;930;932,533
932,-500.777161,0.000000,-695.035278,-459.653778,0.836620,-698.345459,42.544327,148,9.722222,,-1,-1,4.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,1,0,10273,,929;930;931,533
933,-466.805176,0.845380,-688.092896,-500.467590,0.000000,-691.047180,34.777493,148,9.722222,532,-1,-1,5.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,0,1,4129,934;935;936,,
934,-469.859772,0.842870,-684.125000,-500.467560,0.000000,-691.047302,32.709728,148,9.722222,532,-1,-1,5.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,0,1,12321,933;935;936,,
935,-481.959534,0.155570,-718.716248,-500.467590,0.000000,-691.047302,42.720654,148,9.722222,532,-1,-1,5.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,0,1,10273,933;934;936,,
936,-485.617920,0.157720,-715.269592,-500.467590,0.000000,-691.047241,36.139175,148,9.722222,532,-1,-1,5.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,0,1,2081,933;934;935,,
937,-488.596832,0.153290,-712.991760,-500.622375,0.000000,-693.041260,29.570539,148,9.722222,534,-1,-1,22.5000,Vehicle|Intersection|City|VehicleAlley|CenterGuideRoad,0.0000,1,1,2209,938,,
938,-464.787903,0.838620,-691.256592,-500.622375,0.000000,-693.041260,36.770470,148,9.722222,534,-1,-1,22.5000,Vehicle|Intersection|City|VehicleAlley|CenterGuideRoad,0.0000,1,1,12449,937,,
939,389.333313,-0.110000,1751.953735,519.710144,-0.110000,1577.194214,218.415390,149,9.722222,,940,-1,4.5000,Vehicle|City|VehicleShoulder,0.0000,0,0,8728,,,
940,394.020172,-0.110000,1754.319336,523.816772,-0.110000,1580.465088,217.338242,149,9.722222,3452,941,939,6.0000,Vehicle|City|CapillaryRoad,9.7222,1,1,24584,,,11069
941,399.376556,-0.110000,1757.022827,528.510010,-0.110000,1584.203125,216.107208,149,9.722222,3453;3454;3455,-1,940,6.0000,Vehicle|City|CapillaryRoad,9.7222,3,2,16392,,,11070;11076
942,534.376587,-0.110000,1588.875732,406.072052,-0.110000,1760.402222,214.568405,149,9.722222,11074,-1,943,6.0000,Vehicle|City|CapillaryRoad,9.7222,1,2,16392,,,3461;3462
943,539.069824,-0.110000,1592.613770,411.428436,-0.110000,1763.105713,213.337341,149,9.722222,11072;11073,942,944,6.0000,Vehicle|City|CapillaryRoad,9.7222,2,2,24584,,,3456;3459
944,543.176453,-0.110000,1595.884644,416.115295,-0.110000,1765.471313,212.260193,149,9.722222,,943,-1,4.5000,Vehicle|City|VehicleShoulder,0.0000,0,0,8728,,,
945,402.724304,-0.110000,1758.712524,531.443298,-0.110000,1586.539429,215.337784,149,9.722222,3463;3465,944,939,34.5000,Vehicle|City|CenterGuideRoad,0.0000,4,4,8328,,,11079
946,-210.211060,0.000000,-1081.851074,-230.988678,0.000000,-1079.239014,20.986595,150,9.722222,243,-1,-1,5.0000,Vehicle|Intersection|City|CapillaryRoad,9.7222,1,1,8193,951,947,3621
947,-210.211060,0.000000,-1081.851074,-227.429321,0.042160,-1093.477417,21.733904,150,9.722222,746,-1,-1,5.0000,Vehicle|Intersection|City|CapillaryRoad,9.7222,1,1,2049,949,946,3621
948,-232.382904,0.000000,-1084.040771,-210.477936,0.000000,-1086.843994,22.131250,150,9.722222,3622,-1,-1,5.0000,Vehicle|Intersection|City|CapillaryRoad,9.7222,1,1,1,950,949,244
949,-232.382904,0.000000,-1084.040771,-227.429321,0.042160,-1093.477417,11.802412,150,9.722222,746,-1,-1,5.0000,Vehicle|Intersection|City|CapillaryRoad,9.7222,1,1,12289,947,948,244
950,-223.097992,0.037860,-1095.975464,-210.477936,0.000000,-1086.843994,17.640970,150,9.722222,3622,-1,-1,5.0000,Vehicle|Intersection|City|CapillaryRoad,9.7222,1,1,12289,948,951,747
951,-223.097992,0.037860,-1095.975464,-230.988678,0.000000,-1079.239014,20.509165,150,9.722222,243,-1,-1,5.0000,Vehicle|Intersection|City|CapillaryRoad,9.7222,1,1,2049,946,950,747
952,-210.344482,0.000000,-1084.347534,-231.685822,0.000000,-1081.639893,21.558964,150,9.722222,245,-1,-1,10.0000,Vehicle|Intersection|City|CenterGuideRoad,0.0000,2,2,8321,,953,3623
953,-210.344482,0.000000,-1084.347534,-225.263672,0.040010,-1094.726440,19.015059,150,9.722222,748,-1,-1,10.0000,Vehicle|Intersection|City|CenterGuideRoad,0.0000,2,2,2177,954,952,3623
954,-231.685822,0.000000,-1081.639893,-225.263672,0.040010,-1094.726440,16.149469,150,9.722222,748,-1,-1,10.0000,Vehicle|Intersection|City|CenterGuideRoad,0.0000,2,2,12417,953,,
955,4124.919434,-0.002000,783.411682,4124.304199,-0.100000,805.378784,24.159979,151,9.722222,,-1,-1,4.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,1,0,12321,,956;957;958,120
956,4124.919434,-0.002000,783.411682,4120.195801,-0.100000,809.792542,30.216887,151,9.722222,,-1,-1,4.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,1,0,4129,,955;957;958,120
957,4124.919434,-0.002000,783.411682,4088.376953,-0.100000,795.379700,44.527477,151,9.722222,,-1,-1,4.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,1,0,10273,,955;956;958,120
958,4124.919434,-0.002000,783.411682,4092.791016,-0.100000,791.311096,38.299751,151,9.722222,,-1,-1,4.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,1,0,2081,,955;956;957,120
959,4102.349609,-0.100000,781.777405,4122.015137,-0.002000,780.661316,22.673000,151,9.722222,119,-1,-1,6.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,0,1,12321,960;961;962,,
960,4098.180664,-0.100000,786.094971,4122.015137,-0.002000,780.661316,28.270826,151,9.722222,119,-1,-1,6.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,0,1,4129,959;961;962,,
961,4114.618652,-0.100000,814.807861,4122.015137,-0.002000,780.661316,40.169842,151,9.722222,119,-1,-1,6.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,0,1,2081,959;960;962,,
962,4109.814453,-0.100000,818.430481,4122.015137,-0.002000,780.661316,47.190598,151,9.722222,119,-1,-1,6.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,0,1,10273,959;960;961,,
963,4095.424561,-0.100000,788.640747,4123.467285,-0.002000,782.036499,33.335308,151,9.722222,121,-1,-1,34.5000,Vehicle|Intersection|City|VehicleAlley|CenterGuideRoad,0.0000,1,1,12449,964,,
964,4117.233398,-0.100000,812.102478,4123.467285,-0.002000,782.036499,34.694504,151,9.722222,121,-1,-1,34.5000,Vehicle|Intersection|City|VehicleAlley|CenterGuideRoad,0.0000,1,1,2209,963,,
965,1897.136108,-0.110000,2315.481201,1907.029541,-0.110000,2306.694336,14.881234,152,9.722222,,-1,-1,4.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,1,0,12321,,966;967,795;797
966,1897.136108,-0.110000,2315.481201,1912.029663,-0.110000,2306.577393,19.904112,152,9.722222,,-1,-1,4.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,1,0,4129,,965;967,795;797
967,1897.136108,-0.110000,2315.481201,1918.511719,-0.110000,2326.119385,27.529964,152,9.722222,,-1,-1,4.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,1,0,10273,,965;966,795;797
968,1907.011963,-0.110000,2325.793945,1897.136108,-0.110000,2315.481201,16.000933,152,9.722222,796,-1,-1,5.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,0,1,12321,969;970,,
969,1912.011841,-0.110000,2325.986328,1897.136108,-0.110000,2315.481201,20.897179,152,9.722222,796,-1,-1,5.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,0,1,4129,968;970,,
970,1918.529663,-0.110000,2306.541504,1897.136108,-0.110000,2315.481201,26.366327,152,9.722222,796,-1,-1,5.0000,Vehicle|Intersection|City|CapillaryRoad|VehicleAlley,9.7222,0,1,10273,968;969,,
971,1912.779663,-0.110000,2306.604736,1897.136108,-0.110000,2315.481201,20.631500,152,9.722222,796,-1,-1,26.5000,Vehicle|Intersection|City|VehicleAlley|CenterGuideRoad,0.0000,1,1,2209,972,,
