index,x,y,z,forward_x,forward_z,urban_diversity_config_id,lane
375,1947.0310,-0.1033,1318.4108,0.193142,0.981171,88888180,37206
376,1987.0248,-0.1031,1365.7883,-0.965140,-0.261735,88888180,43348
377,1833.4667,0.0000,1328.7866,0.997466,-0.071139,88888070,29797
378,1621.6935,0.0000,1293.3536,0.987546,0.157333,88888070,18282
379,1518.9833,0.0002,1375.7395,0.552613,-0.833438,88888070,38320
380,1437.8700,0.0000,1410.8269,0.824745,0.565505,88888071,23916
381,1458.5055,0.0010,1370.1969,0.582498,-0.812832,88888071,31985
382,1460.4498,0.0000,1417.6300,0.612992,-0.790089,88888071,28211
383,1593.2590,-0.0040,1247.6055,0.987289,0.158933,88888072,29630
384,1845.7118,0.0100,1281.6021,0.999461,-0.032837,88888072,19362
385,1895.2346,0.0000,1277.9967,0.991337,-0.131342,88888072,17328
386,2102.8440,-0.0822,1176.4330,-0.626844,0.779145,88888072,15855
387,2031.1835,-2.6934,1066.1725,0.101498,-0.994836,88888072,25984
388,1434.8247,0.0001,1218.3672,0.987296,0.158895,88888072,17686
389,1319.0670,0.0000,1200.6980,0.983083,0.183161,88888072,35943
390,1299.3236,-0.0006,1318.0277,0.159326,-0.987226,88888070,30443
391,1376.9054,0.0000,1253.0337,0.869105,0.494628,88888071,39265
392,1428.4242,0.0806,1261.3708,0.986662,0.162785,88888071,42903
393,1446.5726,4.9057,1224.7572,0.986985,0.160813,88888072,20644
394,1476.8613,0.0130,1311.3927,0.364842,-0.931070,88888071,31745
395,1389.8477,0.0000,1378.1289,-0.337290,-0.941401,88888071,29414
396,1351.3915,0.0000,1352.1881,0.851348,0.524602,88888071,33072
397,1383.1051,0.0030,1302.2859,-0.766826,-0.641855,88888071,30477
398,1359.1069,0.0000,1383.4897,-0.824746,-0.565503,88888071,33091
399,1302.7755,-0.1100,1392.1012,0.779825,0.625998,88888071,33415
400,1370.5231,-0.1100,1395.0712,-0.562677,0.826677,88888071,30748
401,1229.4686,-0.0011,1283.5134,-0.234422,-0.972135,88888070,37852
402,1160.3383,-0.0019,1273.6147,0.795389,0.606100,88888070,17806
403,1116.6007,0.0125,1282.0652,0.989474,0.144714,88888070,32248
404,1005.0381,0.0031,1287.8080,0.761657,0.647980,88888070,24714
405,1086.5531,0.0283,1357.8944,0.751882,0.659298,88888070,24581
406,1077.7395,-0.1100,1399.4592,0.157424,0.987531,88888060,18734
407,1043.0905,-0.0001,1547.4196,-0.184707,-0.982794,88888060,29770
408,1107.3512,0.0000,1625.3031,-0.834482,-0.551035,88888060,30501
409,1210.6638,-0.1100,1706.1401,-0.976021,-0.217677,88888060,41562
410,1181.8934,0.0000,1751.0867,0.770162,0.637848,88888060,26132
411,1275.3895,0.0000,1674.5774,0.656976,-0.753911,88888061,40847
412,1351.4036,0.0000,1751.5693,-0.993266,0.115856,88888060,31363
413,1208.2114,-0.0242,1806.1761,0.774261,0.632867,88888060,40004
414,1389.1625,-0.0241,1785.9615,-0.072121,-0.997396,88888060,30834
415,1480.8604,0.0001,1777.9626,-0.999955,0.009498,88888150,20763
416,1434.0449,-0.0055,1826.1517,-0.999533,0.030545,88888150,41442
417,1474.4312,-2.4052,1820.1704,-0.999763,0.021752,88888150,42366
418,1473.5645,-2.4052,1808.9436,-0.988831,0.149042,88888150,42362
419,1469.6523,-2.3508,1804.4012,0.290023,0.957020,88888150,42357
420,1495.6260,-2.4052,1798.4264,0.931404,0.363988,88888150,30688
421,1548.6935,-2.3974,1899.0931,0.001288,0.999999,88888150,23431
422,1453.8019,-2.4438,1963.4698,-0.946734,-0.322015,88888150,17203
423,1436.2332,0.0045,1892.3210,0.009484,-0.999955,88888150,28160
424,1320.2352,-0.0242,1897.5450,0.776556,0.630048,88888060,32934
425,1391.9011,-0.0019,1959.3494,-0.657993,0.753024,88888060,44082
426,1393.3674,0.0000,2071.9719,0.135763,-0.990741,88888110,37853
427,1384.0618,0.0002,2168.6726,0.009618,-0.999954,88888110,34976
428,1406.0782,0.0000,2167.9761,-0.006067,0.999982,88888110,39422
429,1421.6803,0.0000,2030.1265,0.043483,-0.999054,88888110,30572
430,1471.0166,0.0000,2068.3486,-0.711471,-0.702715,88888110,39458
431,1495.0203,0.0000,2060.3267,0.716466,0.697622,88888110,26923
432,1522.6776,-0.0800,2026.5352,-0.000769,-1.000000,88888150,41251
433,1556.7217,-0.0799,1985.1365,-1.000000,0.000000,88888150,35096
434,1556.3540,0.0155,1894.9919,-0.000712,1.000000,88888150,22259
435,1562.1320,0.0000,1815.3440,0.000366,1.000000,88888150,37773
436,1535.0952,-2.4064,1807.0212,-0.995858,0.090918,88888150,29760
437,1512.6871,0.0001,1778.0311,1.000000,-0.000857,88888150,20814
438,1504.8270,0.0001,1777.9783,-0.999976,-0.006950,88888150,36781
439,1590.2446,0.0000,1747.1516,-0.000022,1.000000,88888170,40570
440,1704.0458,-0.0878,1747.1455,0.000066,1.000000,88888170,35657
441,1738.9868,0.0000,1744.7588,1.000000,-0.000054,88888170,23902
442,1939.8945,-0.0952,1699.3826,0.611723,0.791072,88888180,29496
443,1918.5200,0.0058,1527.1899,0.385860,0.922557,88888180,19308
444,1894.0012,0.0000,1471.4247,0.388868,0.921293,88888180,38687
445,1933.8263,-0.0002,1453.0391,0.973028,0.230686,88888180,26148
446,2042.5718,-0.0001,1474.9489,0.890058,-0.455847,88888180,42436
447,2087.7798,0.0000,1497.9050,0.909789,0.415071,88888180,36425
448,2076.5518,0.0002,1508.4736,0.914333,0.404962,88888180,38387
449,2157.2485,0.0000,1736.0665,0.733093,0.680128,88888181,24022
450,2169.3501,0.0000,1737.2799,0.999885,-0.015146,88888181,21014
451,2317.7966,0.0297,1812.1595,-0.072407,0.997375,88888160,31426
452,2386.5911,0.0000,1735.6173,0.986000,-0.166743,88888181,30459
453,2331.8699,0.0297,1767.7841,-0.999849,0.017366,88888160,21320
454,2457.2229,0.0000,1836.9276,0.999966,0.008266,88888160,18350
455,2509.2417,0.0000,1766.2148,-0.999874,0.015859,88888160,39220
456,2533.0200,-0.0003,1727.1243,-0.831260,-0.555884,88888181,41584
457,2535.7883,0.5037,1709.9817,-0.806710,0.590948,88888181,36574
458,2589.2100,0.0000,1762.9700,-0.999373,0.035412,88888160,26425
459,2604.3855,-0.1100,1832.2638,-0.008259,-0.999966,88888160,18699
460,2691.9460,0.0000,1796.7222,-0.001256,0.999999,88888160,29875
461,2785.2544,0.0000,1790.1425,-0.002566,0.999997,88888160,33027
462,2866.5000,-0.1100,1790.8401,-0.021099,0.999777,88888160,33138
463,2821.1162,0.0000,1855.6953,-0.999999,0.001201,88888160,32733
464,2991.3425,0.0000,1855.7291,-1.000000,-0.000088,88888160,39434
465,3003.8972,0.0000,1992.8490,-0.000949,-1.000000,88888160,26453
466,2921.1687,-5.2720,1900.1328,-0.993339,-0.115229,88888160,23827
467,2842.3167,-4.9756,1952.9268,0.535228,0.844708,88888160,37742
468,2813.5898,0.0482,1897.6945,0.942473,-0.334281,88888160,26986
469,2770.8091,0.0000,1963.6659,0.002556,-0.999997,88888160,24304
470,2666.8501,-0.1100,1979.3400,0.999838,0.017983,88888160,32686
471,2783.4995,0.0000,2038.6140,0.717009,-0.697064,88888160,37755
472,2799.3735,-0.0014,2029.3477,0.984673,-0.174408,88888160,19793
473,2863.3911,0.0000,2048.4109,1.000000,-0.000278,88888140,36632
474,3019.5613,0.0000,2048.5957,0.999997,-0.002626,88888160,21708
475,3027.1013,0.1319,1854.7463,-1.000000,-0.000019,88888160,32818
476,3041.9961,-0.0731,1835.3846,0.983309,-0.181946,88888160,34789
477,3057.2803,0.0000,1742.7249,-0.601658,0.798754,88888232,36566
478,3077.8416,-0.0362,1862.4968,-0.589038,0.808105,88888230,42145
479,3110.2703,0.0000,1903.8009,0.995659,-0.093076,88888230,43562
480,3139.8828,0.0074,1838.3667,-0.983074,0.183209,88888230,29890
481,3095.1079,0.0000,1772.3235,0.985434,-0.170058,88888232,30808
482,3160.7144,0.0000,1894.1704,-0.983587,0.180435,88888230,24819
483,3183.9194,0.0000,1911.6475,-0.182200,-0.983261,88888230,41270
484,3187.5476,0.0000,1856.8207,0.682621,0.730773,88888230,30137
485,3177.9055,-0.1100,1779.3093,0.808129,0.589006,88888232,30130
486,3144.3887,0.0116,1737.6261,-0.998174,0.060406,88888232,36724
487,3168.6350,0.0000,1705.6385,0.073567,0.997290,88888232,25461
488,3283.3638,0.0002,1690.0104,-0.988630,0.150371,88888232,30561
489,3353.2144,0.0000,1679.8718,0.204604,0.978845,88888232,17796
490,3531.8145,0.0000,1646.0624,-0.909929,0.414763,88888232,24871
491,3490.1582,-13.5811,1685.1464,0.284375,-0.958713,88888230,38068
492,3467.4399,-13.5705,1767.3400,-0.967405,0.253234,88888230,41836
493,3450.7400,-13.5998,1790.7999,0.142900,0.989737,88888230,39929
494,3442.8831,0.0008,1869.6362,0.237803,-0.971313,88888231,43640
495,3483.7415,-0.6934,1831.4376,-0.990158,-0.139954,88888231,44120
496,3611.3406,0.0008,1816.0516,-0.926861,-0.375405,88888231,26131
497,3628.8242,0.0008,1825.4999,-0.474755,-0.880118,88888231,43946
498,3619.6106,-0.6927,1847.4830,0.721517,0.692396,88888231,41906
499,3669.2273,0.0000,1962.8121,0.430419,0.902629,88888230,37109
500,3704.0906,-0.0016,1929.0471,-0.033926,-0.999424,88888230,24017
501,3703.0811,-0.0016,1899.3076,-0.931445,-0.363881,88888230,24109
502,3653.8201,0.0000,1808.1101,0.124811,0.992181,88888230,33297
503,3651.4375,0.0000,1777.2418,0.997317,-0.073210,88888230,19319
504,3633.9070,-0.1100,1639.6406,0.998636,-0.052212,88888240,41423
505,3634.1809,-0.1100,1644.8835,0.998636,-0.052212,88888240,41424
506,3737.5596,0.0000,1559.0394,0.995105,-0.098827,88888240,36642
507,3747.7407,0.0000,1456.0219,0.224786,0.974408,88888240,38249
508,3829.2812,0.0000,1519.5833,-0.946119,0.323821,88888240,29799
509,3933.2029,0.0000,1490.5094,-0.959982,0.280063,88888240,39326
510,3916.4709,0.0000,1459.9852,-0.963744,0.266828,88888240,18449
511,3807.4233,-3.3125,1462.8607,-0.140722,0.990049,88888240,18718
512,3806.4429,-2.2825,1480.9961,0.616784,-0.787133,88888240,15851
513,3801.7778,-1.0964,1484.0762,0.531728,-0.846915,88888240,15848
514,3791.8667,-0.0244,1492.7220,-0.567343,0.823482,88888240,18764
515,3727.4241,0.0000,1367.9561,0.224794,0.974406,88888240,16822
516,3677.9314,-0.0037,1348.7412,0.142009,0.989865,88888240,30849
517,3693.5537,0.1805,1408.4534,-0.997100,0.076102,88888240,25859
518,3694.1978,1.3557,1511.7141,-0.108961,-0.994046,88888240,15788
519,3622.9377,0.0095,1546.3037,-0.738477,-0.674279,88888240,16779
520,3622.7258,0.0000,1571.3789,0.159877,0.987137,88888240,24080
521,3624.7810,0.0010,1610.7971,-0.873730,-0.486411,88888240,34606
522,3553.9666,0.0300,1600.0999,-0.908202,0.418533,88888232,28631
523,3469.2456,-0.0010,1539.4243,-0.822674,-0.568513,88888232,27611
524,3427.9707,-0.0010,1523.2728,-0.780591,-0.625042,88888230,42892
525,3410.1267,0.0000,1489.6365,0.991366,-0.131124,88888230,19957
526,3276.9465,0.0000,1525.4342,-0.824170,0.566342,88888232,21419
527,3295.1204,0.0000,1511.7946,-0.871938,-0.489616,88888232,34730
528,3473.0090,0.0000,1467.1948,-0.991366,0.131126,88888250,35644
529,3375.5061,1.5793,1440.5125,-0.086214,-0.996277,88888250,26952
530,3364.4976,-1.5110,1356.4655,0.644746,-0.764397,88888250,21102
531,3404.8501,1.5793,1343.1700,0.975124,-0.221659,88888250,31473
532,3486.6208,1.5793,1333.3101,0.994477,-0.104954,88888250,26034
533,3492.3237,0.0100,1309.1459,0.958495,0.285111,88888250,32189
534,3384.6555,-1.0574,1321.7710,0.999216,-0.039603,88888250,32375
535,3371.4299,-1.5110,1351.7600,-0.750762,-0.660573,88888250,21098
536,3302.2578,0.0003,1323.1615,0.999008,0.044537,88888250,41250
537,3287.8855,0.0004,1350.7257,0.236504,0.971630,88888250,42770
538,3238.5298,0.0000,1328.3000,0.224386,0.974500,88888250,28143
539,3150.4207,0.0000,1315.6348,0.955098,-0.296290,88888190,36914
540,3136.2678,0.0000,1345.0831,0.934359,-0.356332,88888250,36357
541,3096.2000,0.0000,1437.1199,0.180098,0.983649,88888250,21282
542,3053.2715,5.9051,1440.7345,0.281318,0.959615,88888250,27446
543,3000.0173,0.0000,1454.9438,-0.273375,-0.961908,88888250,19416
544,2975.1709,0.0000,1486.3934,-0.273445,-0.961888,88888250,31454
545,2933.0671,0.0000,1355.9014,-0.999616,-0.027724,88888190,21177
546,2951.1648,0.0000,1279.4991,0.014653,0.999893,88888190,43265
547,2928.5891,0.0000,1268.6871,-0.050403,0.998729,88888190,40609
548,2843.1414,0.0000,1220.3920,0.997024,0.077093,88888190,41981
549,2771.6648,0.0001,1234.4711,0.000000,-1.000000,88888190,32946
550,2740.8984,0.0100,1337.6067,0.982301,0.187309,88888190,18068
551,2732.5100,0.0000,1350.4399,-0.999585,-0.028790,88888190,37038
552,2739.9812,0.0000,1383.0607,-0.999616,-0.027709,88888250,43698
553,2872.8279,0.0000,1386.7439,-0.999616,-0.027713,88888250,32354
554,2878.4548,-0.0007,1436.8114,-0.793966,0.607962,88888250,29147
555,2907.6165,-0.0008,1478.3926,-0.993078,0.117459,88888250,22815
556,2933.2019,0.0002,1515.5356,0.991945,-0.126671,88888250,42203
557,2858.4900,0.0000,1531.1200,0.005299,0.999986,88888250,34539
558,2726.5493,0.0000,1509.8517,0.999645,0.026649,88888250,37239
559,2626.9041,0.0000,1521.4460,-0.666207,-0.745767,88888250,33597
560,2544.1299,0.0000,1457.3427,-0.792057,-0.610448,88888250,36388
561,2554.9355,0.0002,1491.1115,-0.999918,0.012782,88888250,26315
562,2443.6689,0.0000,1499.3762,0.999893,-0.014611,88888250,26485
563,2495.2280,0.0010,1553.6273,-0.835194,-0.549955,88888250,41307
564,2557.1021,0.0010,1503.2314,0.014271,0.999898,88888250,28175
565,2440.4609,0.0000,1557.2272,0.930170,-0.367130,88888250,36505
566,2447.7976,0.0000,1602.7816,0.999993,-0.003822,88888250,38040
567,2569.1499,0.0000,1634.7700,0.999993,-0.003717,88888181,39025
568,2408.0562,0.0000,1595.1143,-0.002496,-0.999997,88888180,42726
569,2333.8228,0.0000,1544.0206,0.002372,0.999997,88888180,29300
570,2382.1812,0.0003,1699.8383,0.000598,-1.000000,88888181,33553
571,2296.8330,0.0003,1659.0493,0.899334,0.437262,88888181,16307
572,2320.3960,0.0000,1581.0255,0.002354,0.999997,88888180,41140
573,2319.4121,0.0000,1371.2582,0.002275,0.999997,88888180,17450
574,2190.7002,0.0000,1377.1028,-0.000122,1.000000,88888180,27924
575,2219.6833,-0.0002,1579.8000,0.799865,0.600180,88888181,33975
576,2225.8501,-0.0002,1577.6857,-0.945943,0.324333,88888181,33971
577,2269.5530,0.0000,1620.9973,-1.000000,-0.000025,88888181,20101
578,2311.2830,-0.0002,1688.1929,-0.888874,-0.458151,88888181,31929
579,2191.7988,0.0000,1620.9971,-1.000000,-0.000027,88888181,43626
580,2130.7668,0.0092,1492.7170,0.564289,0.825577,88888180,19405
581,2178.3701,0.0903,1408.4353,-0.809750,-0.586775,88888180,32806
582,2109.7351,1.8717,1388.2377,0.999969,0.007850,88888180,33412
583,2273.9302,-1.2172,1340.7133,-0.984932,-0.172942,88888180,37635
584,2400.1846,0.0000,1350.9114,-0.999942,-0.010788,88888181,40453
585,2409.9028,0.0000,1378.7311,0.999676,0.025464,88888180,32054
586,2410.6160,0.0230,1291.6210,0.001775,0.999998,88888181,27805
587,2395.9854,1.7866,1264.0900,0.813196,0.581991,88888181,23760
588,2410.9988,0.0072,1221.4678,-0.004391,0.999990,88888181,34647
589,2495.3984,0.0000,1235.5341,0.458563,0.888662,88888190,25711
590,2534.1392,-0.1055,1308.3486,0.999876,0.015774,88888190,16328
591,2531.2664,0.0000,1344.5298,-0.999586,-0.028788,88888190,41257
592,2572.8569,0.0000,1450.2205,0.790839,0.612025,88888250,39402
593,2612.9807,0.0000,1379.5402,-0.999616,-0.027708,88888250,38027
594,2613.1206,0.0004,1495.7179,0.304208,0.952606,88888250,39636
595,2590.5833,-0.1055,1345.8762,-0.999588,-0.028718,88888190,33867
596,2607.2700,-0.0189,1318.6498,0.999993,-0.003657,88888190,15836
597,2708.9746,-0.0160,1321.1404,0.804714,0.593663,88888190,17211
598,2705.4910,0.0100,1240.1635,-0.679698,0.733492,88888190,18704
599,2615.5767,-0.1000,1293.3014,-0.978629,0.205635,88888190,37660
600,2491.3694,0.0099,1192.0793,0.241830,0.970319,88888190,31583
601,2564.7378,0.0000,1122.8185,0.999154,-0.041120,88888190,16966
602,2671.2400,0.0000,1114.6740,0.993234,-0.116133,88888190,22136
603,2516.6902,0.0000,1285.8646,-0.213840,-0.976869,88888190,15773
604,2646.0701,-0.0100,1292.7300,-0.327742,0.944767,88888190,36669
605,2651.4106,-0.0100,1281.2360,-0.905247,0.424887,88888190,17409
606,2604.4253,0.0000,1347.2261,-0.977117,-0.212702,88888190,15763
607,2410.7859,0.0026,1269.9539,-0.007842,0.999969,88888181,24521
608,2389.1018,1.8623,1267.1588,0.813811,0.581129,88888181,23773
609,2378.2322,-0.0291,1256.1763,0.819131,-0.573607,88888181,41948
610,2328.5247,-1.9850,1218.6229,0.814289,-0.580460,88888181,27380
611,2289.6296,-0.0327,1210.6200,0.423560,-0.905868,88888181,17156
612,2288.1067,-0.0295,1290.3253,-1.000000,0.000832,88888181,37947
613,2294.6499,-0.0293,1292.4554,0.194170,-0.980968,88888181,40032
614,2286.7598,0.0000,1349.8700,-0.999972,-0.007450,88888180,37939
615,2175.2405,-0.0297,1290.4192,-0.974842,-0.222898,88888181,32415
616,2407.6548,0.0000,1433.9363,-0.002485,-0.999997,88888180,36365
617,2404.4517,0.0010,1518.5468,-0.999999,0.001717,88888180,30235
618,2333.0356,0.0000,1444.4706,0.002372,0.999997,88888180,36811
619,2333.5623,0.0000,1434.6401,-0.053493,0.998568,88888180,26015
620,2192.9587,0.0000,1577.6899,0.265334,0.964157,88888181,40103
621,2149.1699,0.0000,1642.5500,0.088731,0.996056,88888181,42467
622,2290.9846,-0.0003,1572.5786,0.752914,0.658118,88888180,38892
623,2216.1567,0.0103,1553.7035,0.980591,0.196063,88888181,26454
624,2582.3337,-0.0003,1703.0652,-0.004941,-0.999988,88888181,27608
625,2589.6865,0.0051,1677.3071,-0.978925,-0.204218,88888181,34152
626,2547.0793,-0.0005,1680.4792,0.862603,-0.505882,88888181,39076
627,2559.1548,13.4646,1686.2397,0.971860,0.235558,88888181,37680
628,2547.2664,13.4646,1692.0936,-0.996290,0.086056,88888181,28178
629,2505.0605,13.4492,1672.8624,-0.847592,-0.530649,88888181,26797
630,2600.7007,13.4494,1668.9567,-0.389097,-0.921197,88888181,34856
631,2499.2686,13.4494,1673.9720,-0.997911,0.064609,88888181,28975
632,2628.8301,-0.0001,1729.5345,-0.602658,-0.798000,88888181,25249
633,2588.9805,-0.0004,1730.9021,0.229467,-0.973317,88888181,33327
634,2698.8789,0.0001,1724.4283,0.999356,-0.035879,88888181,31986
635,2643.2253,-0.0000,1711.9706,0.999375,-0.035361,88888181,36980
636,2833.2310,-0.0007,1721.0145,-0.999043,0.043741,88888181,35205
637,2909.1328,-0.0011,1694.2072,0.958483,0.285149,88888181,18624
638,2763.8372,0.0000,1756.3336,-0.999312,0.037095,88888160,16081
639,2632.9531,0.0000,1761.5880,-0.998831,0.048331,88888160,20964
640,2516.8899,0.0000,1837.6801,0.999966,0.008267,88888160,27869
641,2771.3403,0.0000,1831.7500,0.002576,-0.999997,88888160,39052
642,2893.9871,0.0000,1751.6688,-0.999988,0.004800,88888160,28224
643,3049.8638,0.0000,1698.0312,-0.665694,0.746225,88888230,33942
644,3049.1499,0.0000,1607.9100,0.990946,-0.134261,88888230,38296
645,3104.3813,0.0000,1480.2505,0.180145,0.983640,88888250,27322
646,3013.3303,0.0000,1501.7919,0.307549,0.951532,88888250,28533
647,3004.8674,0.0000,1582.7083,0.998549,-0.053859,88888250,35843
648,3019.9600,-0.0016,1509.4993,0.283083,0.959095,88888250,15858
649,3009.4287,21.5555,1533.3733,0.283798,0.958884,88888250,37200
650,2996.3518,21.5555,1537.5754,0.296781,0.954946,88888250,24780
651,2999.0483,0.0000,1618.5496,-0.032766,-0.999463,88888181,43620
652,3017.5532,0.0000,1700.9163,-0.088369,-0.996088,88888181,25060
653,2846.6550,0.0000,1593.5082,-0.999341,0.036295,88888250,16205
654,2767.5510,0.0000,1629.0614,-0.999380,0.035215,88888181,20118
655,2619.7522,0.0000,1599.0558,-0.004182,-0.999991,88888250,36389
656,2584.5686,0.0000,1602.2577,0.999993,-0.003717,88888250,23966
657,2976.9700,0.0000,1588.5599,-0.999387,0.035007,88888250,37146
658,3039.2703,0.0000,1476.6425,-0.907298,-0.420488,88888250,40054
659,3124.9802,0.0000,1515.0043,0.768373,0.640003,88888250,32836
660,3128.1077,0.0000,1532.0829,-0.180125,-0.983644,88888250,32832
661,3189.6274,0.0444,1516.0312,0.974659,-0.223698,88888250,41303
662,3238.8999,0.0444,1468.2000,-0.214862,-0.976644,88888250,24014
663,3105.3616,0.0000,1407.8547,-0.180197,-0.983631,88888250,43327
664,3254.4446,0.0434,1506.3812,0.976209,-0.216830,88888250,27980
665,3249.5886,0.0444,1513.2817,-0.465802,-0.884889,88888232,27493
666,3204.7888,0.0446,1502.4545,0.982594,-0.185767,88888250,22315
667,3178.6572,0.0000,1588.0050,0.975963,-0.217936,88888232,27452
668,3255.2742,0.0000,1557.1449,0.832136,-0.554572,88888232,36842
669,3160.8765,6.2924,1617.3064,-0.983046,0.183361,88888232,30795
670,3101.9744,6.7627,1650.7531,0.893304,-0.449453,88888230,42922
671,3113.8125,0.0000,1454.0144,-0.838593,-0.544758,88888250,33922
672,2724.0176,-0.0007,1471.2484,-0.776466,-0.630159,88888250,19286
673,2720.8008,-0.0007,1437.1608,0.999727,0.023379,88888250,37929
674,2754.2251,-0.0008,1437.9631,-0.999694,-0.024735,88888250,25301
675,2818.9580,0.0313,1480.4221,-0.884206,0.467097,88888250,37008
676,2770.7144,0.0000,1510.9778,0.999917,-0.012873,88888250,34629
677,2882.6836,-0.0007,1414.6177,0.999999,-0.001080,88888250,28979
678,2746.4207,0.0000,1383.2390,0.892828,0.450397,88888250,32304
679,3002.3149,0.0000,1359.5103,0.993002,-0.118097,88888190,40470
680,3044.2102,0.0000,1376.4419,0.977871,-0.209211,88888250,16919
681,3095.1780,0.0000,1429.9807,0.141706,0.989909,88888250,29464
682,3201.8516,0.0000,1181.2749,-0.233718,-0.972304,88888190,33004
683,3390.4229,0.0000,1280.3245,-0.999576,0.029133,88888250,36706
684,3468.2949,0.0000,1279.3496,0.770636,0.637276,88888250,40290
685,3554.9075,0.0000,1304.1633,-0.106514,-0.994311,88888250,35940
686,3560.4199,0.0000,1314.0000,0.135039,0.990840,88888250,27143
687,3553.2368,0.0002,1355.3413,-0.502548,-0.864549,88888250,32814
688,3534.7900,-2.2701,1412.2100,-0.616099,0.787668,88888250,27110
689,3581.7488,0.0000,1447.7646,0.990887,-0.134695,88888250,24065
690,3489.1013,-1.0349,1445.8475,0.420649,0.907223,88888250,24794
691,3582.9048,-0.0016,1474.3419,0.134933,0.990855,88888230,34646
692,3505.8545,0.0558,1532.1868,-0.242485,0.970155,88888230,38154
693,3515.0032,-0.0022,1566.3800,-0.139839,-0.990174,88888232,42280
694,3605.1917,0.0000,1471.2030,0.136024,0.990706,88888240,27794
695,3671.2061,7.4226,1417.2574,-0.992521,0.122074,88888240,20054
696,3588.8174,0.0000,1351.6456,0.136053,0.990702,88888240,24052
697,3675.5085,-1.5437,1331.3174,-0.993344,0.115186,88888240,22386
698,3685.0327,0.0000,1319.1228,0.998014,0.062994,88888240,25104
699,3827.4497,0.0000,1305.5879,0.992451,0.122645,88888240,34538
700,3919.2759,0.0000,1325.8569,0.924811,0.380427,88888240,17001
701,3914.6848,0.0000,1348.7274,0.907297,0.420490,88888240,19134
702,3830.6252,0.0000,1328.7153,0.991842,0.127472,88888240,16293
703,3907.5183,-0.0081,1391.5103,0.735878,-0.677114,88888240,16466
704,3980.0283,0.0000,1444.8715,0.172330,0.985039,88888240,33912
705,3984.4075,0.0000,1533.4806,0.099412,-0.995046,88888240,15635
706,3969.3630,0.0000,1614.6740,-0.991223,0.132204,88888240,18829
707,3946.9321,0.0094,1713.5518,-0.072783,-0.997348,88888221,16538
708,3942.7356,-0.0010,1682.8723,0.708007,0.706206,88888221,17566
709,3905.3711,-0.0010,1642.6575,-0.994934,0.100526,88888220,16958
710,3802.9041,0.0000,1636.8752,-0.991221,0.132212,88888220,18618
711,3755.4590,0.0000,1763.3207,0.999677,0.025427,88888230,31257
712,3776.6699,0.0000,1647.6300,0.084754,0.996402,88888220,17542
713,3768.2700,0.0000,1558.2900,0.099156,0.995072,88888240,44049
714,3923.8442,-0.0012,1561.1654,-0.910304,0.413941,88888240,19792
715,3825.4297,0.0000,1619.7472,0.991219,-0.132229,88888240,43912
716,3750.9524,0.0000,1731.3500,-0.085440,-0.996343,88888230,39363
717,3706.2898,0.0000,1795.8700,-0.997230,0.074385,88888230,25210
718,3799.1060,-0.0010,1688.5337,0.999541,0.030303,88888220,16739
719,3859.7517,0.0090,1649.7179,-0.834402,-0.551157,88888220,17164
720,3869.0000,0.0293,1691.7500,-0.824054,-0.566511,88888220,16697
721,3859.9500,0.0000,1768.8501,0.020722,-0.999785,88888220,41850
722,3860.0522,0.0362,1759.4950,-0.702695,0.711492,88888220,16464
723,3999.5073,0.4612,1666.8490,-0.152186,0.988352,88888220,17221
724,3998.8899,0.0417,1657.3301,0.990559,0.137088,88888220,16246
725,3759.5483,2.9773,1393.6664,0.997592,0.069361,88888240,17808
726,3878.4512,0.0000,1312.6676,0.924903,0.380203,88888240,41614
727,3845.9001,-0.0770,1263.8232,-0.992403,-0.123027,88888260,16905
728,3947.8345,-0.0770,1299.3124,-0.958649,-0.284590,88888240,16429
729,4023.9312,-0.0670,1331.4548,-0.194359,-0.980930,88888260,20515
730,4047.3779,-0.0771,1252.9603,0.713477,0.700678,88888260,33894
731,4012.6885,-0.1050,1124.8997,0.234879,0.972025,88888260,17841
732,4126.6919,-0.0772,1318.2319,0.314899,0.949125,88888261,17582
733,4053.5024,-0.0069,1263.1799,0.713239,0.700921,88888260,33900
734,4068.7351,-0.0771,1273.2611,0.778112,0.628126,88888260,33896
735,4166.0073,-0.1050,928.8931,-0.436424,-0.899741,88888261,16398
736,4161.8901,-0.0770,1427.1899,-0.905712,-0.423893,88888260,17795
737,4107.2124,-0.0771,1390.4418,-0.482824,-0.875717,88888260,18791
738,4106.4971,-0.0770,912.5439,-0.757313,0.653052,88888260,16481
739,4017.9521,-0.0770,1009.1895,0.187419,0.982280,88888260,17986
740,4059.7476,-0.0770,978.6782,0.992452,-0.122631,88888260,17276
741,4040.6326,-1.4872,1014.3284,0.297510,0.954719,88888260,17843
742,4095.5405,-8.0755,1036.4633,0.096966,0.995288,88888260,17069
743,4091.5427,-8.0755,1217.8113,0.750872,0.660447,88888260,18459
744,3966.9001,-0.0138,975.3599,0.997348,0.072780,88888260,15669
745,4019.3467,-0.0770,999.1932,0.213836,0.976870,88888260,17979
746,4026.4087,-0.0770,1083.1597,0.024663,0.999696,88888260,17981
747,4009.7734,-0.0770,984.1479,0.545145,0.838342,88888260,15952
748,4026.1416,-0.0770,1075.0795,-0.152981,0.988229,88888260,17984
749,3722.2969,-0.0400,1252.6564,0.995638,0.093297,88888260,15719
